Ano,Região Geográfica,Unidade da Federação,Município,Total,Educacao Infantil,Ensino Fundamental,Ensino Médio,Educação Profissional,Educação de Jovens e Adultos (EJA),Federal,Estadual,Municipal,Privada,Urbana,Rural,Feminino,Masculino,Não Declarada,Branca,Preta,Parda,Amarela,Indígena,Até 3 anos,4 a 5 anos,6 a 10 anos,11 a 14 anos,15 a 17 anos,18 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 anos ou mais
2015, Norte  , Rondônia  , Alta Floresta D'Oeste  ,6035,538,3944,1018,0,535,0,3635,2350,50,4672,1363,2904,3131,403,2111,119,3090,3,309,164,551,1983,1610,1043,247,181,78,66,39,73
2015, Norte  , Rondônia  , Alto Alegre dos Parecis  ,2940,180,2200,489,0,71,0,826,2085,29,1778,1162,1451,1489,386,800,79,1638,14,23,29,257,1008,926,554,102,39,6,7,7,5
2015, Norte  , Rondônia  , Alto Paraíso  ,4192,196,3006,643,0,347,0,1605,2587,0,2920,1272,2025,2167,3254,269,25,624,6,14,76,273,1421,1257,734,187,97,28,49,30,40
2015, Norte  , Rondônia  , Alvorada D'Oeste  ,3783,414,2364,641,0,364,0,2102,1610,71,3327,456,1879,1904,1211,895,125,1542,8,2,185,336,1141,979,699,148,77,60,47,45,66
2015, Norte  , Rondônia  , Ariquemes  ,27519,3144,16221,4153,1101,3447,585,11668,11490,3776,24423,3096,13590,13929,15573,4090,620,6950,265,21,1346,2643,7775,6797,5162,1378,867,451,347,313,440
2015, Norte  , Rondônia  , Buritis  ,9252,733,6298,1264,0,957,0,4408,4563,281,7536,1716,4581,4671,4913,1377,166,2609,183,4,194,816,2887,2611,1596,471,284,116,109,76,92
2015, Norte  , Rondônia  , Cabixi  ,1535,219,966,221,0,129,0,849,686,0,1408,127,767,768,275,693,27,539,1,0,93,178,496,360,242,55,40,13,21,12,25
2015, Norte  , Rondônia  , Cacaulândia  ,1321,116,933,212,0,60,0,529,792,0,1056,265,662,659,586,289,33,394,18,1,27,129,458,382,227,39,12,9,11,12,15
2015, Norte  , Rondônia  , Cacoal  ,23071,2598,12675,4009,1833,2137,277,10720,6782,5292,20502,2569,11624,11447,7896,5484,428,8687,58,518,1126,2107,6213,5349,4547,1165,1010,583,374,278,319
2015, Norte  , Rondônia  , Campo Novo de Rondônia  ,3137,233,2308,411,0,185,0,1000,2137,0,1492,1645,1542,1595,1091,608,62,1351,16,9,75,222,1107,929,524,111,72,29,22,13,33
2015, Norte  , Rondônia  , Candeias do Jamari  ,6881,939,4097,714,0,1131,0,3095,3786,0,5419,1462,3385,3496,4091,656,180,1911,19,24,249,674,2023,1741,1189,439,275,94,78,60,59
2015, Norte  , Rondônia  , Castanheiras  ,835,68,584,156,0,27,0,461,374,0,363,472,384,451,329,253,11,238,1,3,7,87,269,252,156,33,13,6,4,4,4
2015, Norte  , Rondônia  , Cerejeiras  ,4025,584,2426,540,0,475,0,2265,1576,184,3727,298,1982,2043,888,1670,129,1327,9,2,265,428,1187,1017,654,144,107,49,58,41,75
2015, Norte  , Rondônia  , Chupinguaia  ,2618,354,1813,451,0,0,0,936,1682,0,1682,936,1258,1360,642,603,58,1245,10,60,148,294,902,693,414,85,46,13,10,6,7
2015, Norte  , Rondônia  , Colorado do Oeste  ,4654,435,2529,1065,612,495,612,2789,1121,132,3474,1180,2258,2396,1749,1088,56,1745,16,0,218,349,1255,1155,997,192,161,103,85,54,85
2015, Norte  , Rondônia  , Corumbiara  ,1998,137,1400,298,0,163,0,1123,875,0,1040,958,970,1028,992,426,30,544,5,1,20,175,620,590,345,74,48,36,32,20,38
2015, Norte  , Rondônia  , Costa Marques  ,4328,459,2846,569,0,454,0,2243,2063,22,2769,1559,2122,2206,1412,641,158,2091,14,12,155,437,1381,1112,681,205,160,78,50,32,37
2015, Norte  , Rondônia  , Cujubim  ,4916,547,3456,652,0,261,0,1094,3685,137,4033,883,2386,2530,2275,623,84,1898,34,2,251,483,1539,1393,833,221,106,31,26,23,10
2015, Norte  , Rondônia  , Espigão D'Oeste  ,7608,718,4974,1305,24,611,0,4307,2907,394,6010,1598,3759,3849,1768,2360,199,2902,10,369,253,703,2508,2022,1294,234,229,130,85,78,72
2015, Norte  , Rondônia  , Governador Jorge Teixeira  ,2338,148,1599,391,0,200,0,1112,1226,0,1072,1266,1145,1193,275,625,79,1309,8,42,49,173,759,666,399,87,86,44,31,19,25
2015, Norte  , Rondônia  , Guajará-Mirim  ,13812,1401,8906,1620,26,1885,0,8138,4672,1002,11682,2130,6853,6959,2875,1642,297,7428,60,1510,418,1234,4276,3456,2355,682,627,304,190,131,139
2015, Norte  , Rondônia  , Itapuã do Oeste  ,2841,305,1916,259,0,361,0,1050,1791,0,2713,128,1330,1511,799,409,140,1462,27,4,137,266,949,731,439,129,100,35,20,16,19
2015, Norte  , Rondônia  , Jaru  ,14053,1687,8442,2295,147,1629,0,8127,4963,963,11215,2838,7030,7023,3504,3445,383,6611,81,29,755,1364,4015,3611,2424,650,429,214,226,163,202
2015, Norte  , Rondônia  , Ji-Paraná  ,33189,3219,19602,5219,2122,3927,818,20977,6836,4558,30281,2908,16316,16873,10495,7517,780,13668,252,477,1046,3077,9565,8213,6321,1818,1333,565,458,329,464
2015, Norte  , Rondônia  , Machadinho D'Oeste  ,9048,685,6158,1062,0,1143,0,3944,4804,300,6025,3023,4429,4619,4992,984,167,2869,32,4,231,741,2908,2396,1503,397,279,157,150,141,145
2015, Norte  , Rondônia  , Ministro Andreazza  ,2091,179,1471,275,0,166,0,817,1274,0,1655,436,1034,1057,308,543,36,1176,5,23,80,173,664,626,357,63,48,19,25,22,14
2015, Norte  , Rondônia  , Mirante da Serra  ,3213,296,1926,672,0,319,0,1542,1382,289,2497,716,1616,1597,1363,592,70,1107,4,77,106,289,848,906,632,118,113,52,58,38,53
2015, Norte  , Rondônia  , Monte Negro  ,3961,248,2780,569,55,309,0,1878,1906,177,2919,1042,1896,2065,913,791,81,2151,15,10,94,275,1262,1212,712,140,94,51,45,31,45
2015, Norte  , Rondônia  , Nova Brasilândia D'Oeste  ,4739,385,2804,738,0,812,0,2778,1961,0,3783,956,2358,2381,1969,1168,57,1531,10,4,130,349,1326,1188,805,233,268,144,103,95,98
2015, Norte  , Rondônia  , Nova Mamoré  ,7845,767,5378,856,0,844,0,3341,4290,214,3705,4140,3804,4041,3595,971,159,2846,56,218,172,786,2609,2125,1334,327,208,99,75,39,71
2015, Norte  , Rondônia  , Nova União  ,1787,132,1156,296,0,203,0,520,1267,0,1314,473,800,987,574,397,42,773,1,0,14,163,570,482,328,97,58,24,29,9,13
2015, Norte  , Rondônia  , Novo Horizonte do Oeste  ,2494,246,1397,563,152,288,0,1522,820,152,1742,752,1185,1309,912,619,42,894,19,8,79,202,680,592,538,123,90,59,44,52,35
2015, Norte  , Rondônia  , Ouro Preto do Oeste  ,10095,1448,5868,1268,44,1467,0,4804,4821,470,9227,868,4989,5106,1753,2911,325,4989,97,20,699,1068,2835,2374,1660,497,369,199,142,97,155
2015, Norte  , Rondônia  , Parecis  ,960,77,728,141,0,14,0,309,633,18,905,55,460,500,178,207,25,521,8,21,4,115,339,283,158,34,7,6,7,4,3
2015, Norte  , Rondônia  , Pimenta Bueno  ,10261,1379,5768,1450,202,1579,0,6016,3469,776,9376,885,5098,5163,2468,2935,216,4577,17,48,680,946,2780,2399,1693,471,433,270,206,170,213
2015, Norte  , Rondônia  , Pimenteiras do Oeste  ,581,52,418,80,0,31,0,279,302,0,581,0,286,295,72,125,31,352,1,0,9,59,210,162,83,25,12,6,5,2,8
2015, Norte  , Rondônia  , Porto Velho  ,135529,16111,80423,17090,4195,19070,1766,68522,46542,18699,117608,17921,66996,68533,48452,20064,2602,63111,730,570,4340,12409,40587,33073,23975,7650,5614,2608,1878,1423,1972
2015, Norte  , Rondônia  , Presidente Médici  ,5893,690,3246,792,0,1165,0,4380,1449,64,4938,955,2926,2967,2121,1482,51,2223,11,5,308,543,1582,1349,817,277,234,215,186,153,229
2015, Norte  , Rondônia  , Primavera de Rondônia  ,933,122,656,155,0,0,0,432,501,0,629,304,433,500,150,299,17,462,1,4,56,101,310,254,177,22,7,3,3,0,0
2015, Norte  , Rondônia  , Rio Crespo  ,888,90,656,142,0,0,0,460,428,0,888,0,420,468,560,152,4,170,0,2,20,102,282,267,163,37,9,1,2,4,1
2015, Norte  , Rondônia  , Rolim de Moura  ,15187,1801,8885,2191,311,1999,0,9805,4429,953,14217,970,7573,7614,3810,4312,340,6575,63,87,785,1437,4251,3656,2503,785,729,358,293,184,206
2015, Norte  , Rondônia  , Santa Luzia D'Oeste  ,1853,218,1114,287,0,234,0,917,936,0,1741,112,865,988,968,385,37,451,12,0,92,193,531,473,319,89,64,31,20,17,24
2015, Norte  , Rondônia  , São Felipe D'Oeste  ,1425,151,963,237,0,74,0,718,707,0,1425,0,686,739,596,314,26,484,5,0,61,133,434,402,260,64,27,8,14,11,11
2015, Norte  , Rondônia  , São Francisco do Guaporé  ,5153,419,3032,716,94,986,0,2427,2632,94,3867,1286,2557,2596,1108,1326,107,2585,7,20,150,398,1435,1252,869,261,278,175,124,104,107
2015, Norte  , Rondônia  , São Miguel do Guaporé  ,5959,594,3713,950,0,702,0,2455,3410,94,4206,1753,2884,3075,2621,1138,148,1989,42,21,217,549,1748,1619,1038,244,196,106,110,70,62
2015, Norte  , Rondônia  , Seringueiras  ,3476,196,2145,504,74,557,0,1655,1747,74,2367,1109,1738,1738,379,979,77,2029,2,10,15,290,1004,885,590,157,166,128,102,64,75
2015, Norte  , Rondônia  , Teixeirópolis  ,1214,180,796,189,0,49,0,436,778,0,812,402,607,607,365,292,31,523,3,0,92,134,380,301,217,44,21,9,4,8,4
2015, Norte  , Rondônia  , Theobroma  ,2728,249,1810,372,0,297,0,888,1840,0,1259,1469,1318,1410,882,629,84,1115,13,5,80,249,789,750,497,89,62,40,47,45,80
2015, Norte  , Rondônia  , Urupá  ,2906,222,1942,377,0,365,0,1178,1728,0,1967,939,1368,1538,1747,438,38,667,15,1,118,203,906,808,510,138,71,40,47,33,32
2015, Norte  , Rondônia  , Vale do Anari  ,2249,108,1621,247,0,273,0,666,1565,18,1659,590,1053,1196,407,486,129,1155,70,2,17,167,776,623,403,97,56,29,27,13,41
2015, Norte  , Rondônia  , Vale do Paraíso  ,1823,184,1313,264,0,62,0,425,1276,122,1426,397,890,933,1446,136,11,196,32,2,70,166,512,598,359,71,17,4,8,6,12
2015, Norte  , Rondônia  , Vilhena  ,24299,2968,13618,3749,824,3140,609,10294,10151,3245,23654,645,11992,12307,6476,6519,448,10710,46,100,1214,2479,6883,5689,4330,1070,875,521,396,331,511
2015, Norte  , Acre  , Acrelândia  ,4210,673,2605,636,13,296,0,1862,2348,0,2800,1410,2045,2165,1266,690,77,2162,12,3,297,403,1315,1121,727,179,73,28,20,18,29
2015, Norte  , Acre  , Assis Brasil  ,3334,389,2374,284,0,287,0,1810,1524,0,1916,1418,1625,1709,1051,218,24,1545,4,492,63,318,1123,851,486,146,131,73,55,35,53
2015, Norte  , Acre  , Brasiléia  ,7574,1039,4552,1186,14,797,0,3964,3541,69,5392,2182,3726,3848,3433,729,131,3217,10,54,300,734,2424,2043,1113,283,209,141,98,81,148
2015, Norte  , Acre  , Bujari  ,3841,561,2251,441,0,588,0,2223,1618,0,2186,1655,1802,2039,1283,365,98,2063,28,4,212,351,1091,947,601,169,119,74,81,58,138
2015, Norte  , Acre  , Capixaba  ,3810,410,2245,517,0,638,0,1503,2307,0,2064,1746,1847,1963,2577,68,12,1148,3,2,90,334,1049,990,608,185,132,67,62,83,210
2015, Norte  , Acre  , Cruzeiro do Sul  ,33469,4580,20207,5884,578,2480,363,20750,11394,962,23790,9679,16412,17057,7266,3329,315,22134,116,309,1820,3154,10046,8587,5958,1548,993,408,352,259,344
2015, Norte  , Acre  , Epitaciolândia  ,4376,659,2566,767,0,384,0,2224,2152,0,3567,809,2106,2270,1298,443,24,2607,2,2,205,443,1316,1185,683,145,108,48,56,58,129
2015, Norte  , Acre  , Feijó  ,12205,1181,8014,1715,0,1295,0,7483,4705,17,6243,5962,5912,6293,4169,1709,185,4780,49,1313,67,1059,3970,3181,1920,563,472,259,212,173,329
2015, Norte  , Acre  , Jordão  ,3575,355,2673,477,0,70,0,1026,2549,0,1478,2097,1765,1810,310,325,149,1726,20,1045,199,212,1187,919,527,177,173,71,53,30,27
2015, Norte  , Acre  , Mâncio Lima  ,6647,1173,3914,977,0,583,0,2722,3925,0,4654,1993,3170,3477,898,527,126,4668,57,371,409,765,2049,1628,990,238,170,92,88,70,148
2015, Norte  , Acre  , Manoel Urbano  ,3419,390,2271,337,0,421,0,1585,1834,0,2346,1073,1643,1776,2879,42,10,241,4,243,113,281,1156,839,476,153,114,69,59,48,111
2015, Norte  , Acre  , Marechal Thaumaturgo  ,7345,1134,4784,832,0,595,0,1119,6226,0,3032,4313,3448,3897,1217,607,86,4573,111,751,468,701,2363,1785,1104,369,286,111,65,46,47
2015, Norte  , Acre  , Plácido de Castro  ,5267,555,3260,776,0,676,0,2807,2341,119,2546,2721,2553,2714,1862,287,69,3026,14,9,14,558,1632,1460,862,209,125,87,76,67,177
2015, Norte  , Acre  , Porto Acre  ,6070,615,3813,971,0,671,0,4166,1904,0,890,5180,2839,3231,3582,280,38,2152,6,12,44,556,1798,1694,1147,275,191,81,87,67,130
2015, Norte  , Acre  , Porto Walter  ,4182,413,2945,378,0,446,0,1169,3013,0,1959,2223,1995,2187,717,344,28,2866,20,207,163,360,1371,1043,660,178,126,81,63,44,93
2015, Norte  , Acre  , Rio Branco  ,111954,14029,61452,20365,5785,10722,1847,75768,22497,11842,104167,7787,56164,55790,53096,11473,1206,45652,283,244,3623,10680,33063,27489,20246,5477,4028,2311,1815,1367,1855
2015, Norte  , Acre  , Rodrigues Alves  ,8015,1281,3781,899,0,2054,0,3151,4864,0,2676,5339,3780,4235,1317,301,71,6190,50,86,630,631,1854,1592,1032,269,339,262,315,274,817
2015, Norte  , Acre  , Santa Rosa do Purus  ,2622,214,1982,297,0,129,0,530,2092,0,1128,1494,1234,1388,346,79,6,597,6,1588,85,140,850,585,324,151,193,125,83,46,40
2015, Norte  , Acre  , Sena Madureira  ,12109,1053,8144,2111,245,739,157,6212,5740,0,8272,3837,5866,6243,9710,296,51,1929,5,118,355,919,4113,3160,2011,569,460,198,132,81,111
2015, Norte  , Acre  , Senador Guiomard  ,7455,923,4662,1131,0,739,0,4225,3042,188,5221,2234,3634,3821,3607,437,110,3282,9,10,181,816,2467,1978,1107,289,171,85,87,96,178
2015, Norte  , Acre  , Tarauacá  ,16132,1654,11095,1806,391,1406,358,8216,7558,0,9119,7013,7806,8326,2007,2173,480,9907,135,1430,500,1390,5507,3985,2275,630,616,361,251,197,420
2015, Norte  , Acre  , Xapuri  ,5332,562,3232,723,281,722,281,3676,1293,82,3492,1840,2697,2635,2026,361,58,2865,20,2,167,365,1658,1341,876,262,193,129,107,58,176
2015, Norte  , Amazonas  , Alvarães  ,6341,729,3852,635,80,1045,0,2047,4294,0,3720,2621,3185,3156,827,69,34,4818,4,589,127,610,1788,1573,885,359,386,176,155,122,160
2015, Norte  , Amazonas  , Amaturá  ,4054,516,2497,528,88,425,0,1495,2559,0,1863,2191,2018,2036,264,55,15,2041,1,1678,57,430,1206,871,585,214,259,156,107,66,103
2015, Norte  , Amazonas  , Anamã  ,3351,384,2193,648,49,77,0,1495,1856,0,1722,1629,1678,1673,1072,190,2,1879,1,207,45,311,1137,925,558,149,115,47,35,12,17
2015, Norte  , Amazonas  , Anori  ,3807,459,2580,607,0,161,0,1595,2212,0,2964,843,1843,1964,423,462,16,2905,1,0,1,427,1370,995,650,193,105,27,20,8,11
2015, Norte  , Amazonas  , Apuí  ,3987,625,2348,611,144,259,0,1947,2040,0,2348,1639,1962,2025,417,1010,103,2413,9,35,177,409,1211,980,627,197,148,81,65,47,45
2015, Norte  , Amazonas  , Atalaia do Norte  ,6384,524,3770,492,184,1517,0,1832,4552,0,2728,3656,3072,3312,943,424,55,2648,11,2303,22,588,1669,1347,1282,307,447,271,165,102,184
2015, Norte  , Amazonas  , Autazes  ,13417,1472,8730,2012,380,1097,0,5675,7742,0,6199,7218,6495,6922,2122,1468,63,7501,9,2254,237,1121,4406,3513,2031,615,591,317,201,152,233
2015, Norte  , Amazonas  , Barcelos  ,5482,866,3362,717,74,463,0,2803,2679,0,3758,1724,2707,2775,964,275,36,3629,8,570,271,585,1630,1334,813,257,239,131,83,52,87
2015, Norte  , Amazonas  , Barreirinha  ,13093,2006,8426,1987,149,594,0,4890,8203,0,4048,9045,6362,6731,2557,1324,239,6591,9,2373,402,1437,4352,3322,1884,561,429,219,181,120,186
2015, Norte  , Amazonas  , Benjamin Constant  ,13209,1723,8681,1835,164,806,0,3423,9587,199,7162,6047,6403,6806,1724,260,47,7899,21,3258,111,1484,4667,3379,1853,518,491,227,173,106,200
2015, Norte  , Amazonas  , Beruri  ,8124,531,5577,1295,172,592,0,2737,5387,0,4144,3980,3973,4151,554,215,34,6713,16,592,6,506,2671,2162,1215,465,450,243,192,99,115
2015, Norte  , Amazonas  , Boa Vista do Ramos  ,5901,760,3795,1031,108,207,0,2741,3094,66,3301,2600,2886,3015,578,74,32,5201,6,10,189,580,1839,1592,840,272,229,122,91,59,88
2015, Norte  , Amazonas  , Boca do Acre  ,9348,663,6633,1675,187,190,0,4366,4982,0,6395,2953,4611,4737,5028,758,166,3073,39,284,2,607,3450,2801,1519,324,276,145,106,63,55
2015, Norte  , Amazonas  , Borba  ,12771,2005,7820,1931,199,932,0,4585,8186,0,6002,6769,6113,6658,1803,119,25,9597,17,1210,574,1335,4030,3052,1835,612,508,276,180,151,218
2015, Norte  , Amazonas  , Caapiranga  ,4195,618,2650,610,39,278,0,1396,2799,0,1884,2311,2025,2170,1215,122,10,2845,1,2,203,429,1312,1033,655,198,154,63,53,48,47
2015, Norte  , Amazonas  , Canutama  ,3765,379,2459,283,89,555,0,1607,2158,0,2466,1299,1818,1947,831,638,28,2217,2,49,90,319,1143,982,527,198,220,117,65,41,63
2015, Norte  , Amazonas  , Carauari  ,9508,1207,6062,1101,111,1027,0,4740,4768,0,7924,1584,4673,4835,333,764,381,7935,12,83,229,965,3266,2572,1543,452,250,114,69,23,25
2015, Norte  , Amazonas  , Careiro  ,9899,1002,6902,1595,9,391,0,3406,6332,161,3663,6236,4797,5102,4324,481,124,4892,31,47,60,837,3346,2660,1668,494,345,179,116,88,106
2015, Norte  , Amazonas  , Careiro da Várzea  ,6061,698,3931,1143,20,289,0,2423,3638,0,1542,4519,2895,3166,438,252,54,5119,33,165,51,598,1811,1675,1108,321,184,92,67,70,84
2015, Norte  , Amazonas  , Coari  ,26296,2608,17185,3917,835,2171,565,10942,14327,462,18766,7530,13042,13254,9152,792,180,15717,61,394,245,2166,8271,6796,4236,1398,1258,677,417,341,491
2015, Norte  , Amazonas  , Codajás  ,6933,777,4626,879,110,541,0,3938,2995,0,5421,1512,3510,3423,1246,1035,78,4568,3,3,127,591,2262,1862,1067,388,311,116,85,51,73
2015, Norte  , Amazonas  , Eirunepé  ,12243,1580,8056,1302,133,1230,99,5277,6774,93,9145,3098,6023,6220,1868,2057,202,7466,17,633,334,1173,4058,3018,1771,605,445,241,192,132,274
2015, Norte  , Amazonas  , Envira  ,5666,599,3882,474,0,711,0,1990,3676,0,4527,1139,2768,2898,935,1351,54,2822,55,449,111,493,1904,1430,942,317,210,103,70,47,39
2015, Norte  , Amazonas  , Fonte Boa  ,8833,875,5525,1241,38,1154,0,3143,5690,0,5909,2924,4320,4513,762,38,19,7526,3,485,85,754,2715,2054,1357,453,478,275,223,161,278
2015, Norte  , Amazonas  , Guajará  ,4679,804,2973,558,35,309,0,1960,2719,0,3273,1406,2262,2417,314,175,30,4136,11,13,258,518,1629,1157,667,187,135,54,32,26,16
2015, Norte  , Amazonas  , Humaitá  ,15243,1686,9888,2427,619,857,544,5428,8917,354,11063,4180,7504,7739,4430,572,73,9540,31,597,191,1379,4821,4078,2682,781,650,256,165,103,137
2015, Norte  , Amazonas  , Ipixuna  ,5003,463,3545,622,93,280,0,2234,2769,0,3398,1605,2459,2544,233,75,14,4381,33,267,4,431,1856,1422,694,234,154,68,60,39,41
2015, Norte  , Amazonas  , Iranduba  ,18445,2280,11479,2376,148,2162,0,4818,13522,105,6717,11728,9184,9261,1980,970,198,15216,36,45,407,1750,5612,4685,2985,969,739,397,278,235,388
2015, Norte  , Amazonas  , Itacoatiara  ,32793,3832,20693,4899,554,2870,193,11443,19371,1786,19946,12847,16158,16635,11654,1923,314,18605,36,261,482,3192,10435,8434,5159,1490,1225,658,561,432,725
2015, Norte  , Amazonas  , Itamarati  ,3995,472,2566,346,40,571,0,1352,2643,0,2699,1296,1974,2021,182,160,18,3032,0,603,170,304,1161,912,597,199,236,107,96,86,127
2015, Norte  , Amazonas  , Itapiranga  ,3490,568,2097,656,108,61,0,1567,1923,0,2895,595,1733,1757,709,440,24,2312,5,0,191,351,1033,863,557,159,156,82,44,23,31
2015, Norte  , Amazonas  , Japurá  ,4014,801,1971,347,113,819,0,1076,2938,0,1713,2301,1881,2133,822,66,18,2523,1,584,462,374,888,620,409,177,262,174,141,116,391
2015, Norte  , Amazonas  , Juruá  ,4465,714,2902,479,66,304,0,1635,2830,0,2613,1852,2256,2209,292,101,28,3457,19,568,252,437,1315,1031,662,244,239,106,69,57,53
2015, Norte  , Amazonas  , Jutaí  ,8945,994,6064,739,73,1075,0,2366,6579,0,5043,3902,4377,4568,1955,234,50,4988,30,1688,12,875,2931,2044,1199,406,496,297,257,149,279
2015, Norte  , Amazonas  , Lábrea  ,13923,1167,8835,1959,633,1670,563,4831,8529,0,9620,4303,6813,7110,1373,1666,217,9288,244,1135,224,889,4193,3561,2106,813,792,448,335,208,354
2015, Norte  , Amazonas  , Manacapuru  ,31066,3020,20497,5514,478,1647,143,15056,14965,902,20134,10932,15401,15665,3031,3096,207,24638,20,74,329,2469,10521,8639,5340,1439,995,471,300,224,339
2015, Norte  , Amazonas  , Manaquiri  ,5627,588,3635,1012,144,248,0,1740,3887,0,2475,3152,2761,2866,1603,308,46,3272,10,388,1,549,1796,1488,876,300,242,113,90,73,99
2015, Norte  , Amazonas  , Manaus  ,565721,64629,335076,101259,21760,45445,4055,233067,227553,101046,551596,14125,284535,281186,89526,64461,7141,401831,1250,1512,9304,51161,173040,146112,106161,29019,21217,9826,7136,5224,7521
2015, Norte  , Amazonas  , Manicoré  ,15622,1879,10405,2537,89,801,0,6169,9345,108,7850,7772,7649,7973,4584,2345,50,8443,3,197,211,1508,5117,4268,2550,738,520,242,157,118,193
2015, Norte  , Amazonas  , Maraã  ,7214,1179,4476,545,99,915,0,1869,5345,0,3392,3822,3569,3645,288,28,19,6130,6,743,426,724,2151,1605,866,323,405,241,165,107,201
2015, Norte  , Amazonas  , Maués  ,19168,2044,13303,2900,594,733,439,5971,12317,441,10173,8995,9269,9899,1741,334,105,15017,22,1949,253,1649,6353,4913,2954,963,917,460,306,167,233
2015, Norte  , Amazonas  , Nhamundá  ,6010,834,3647,1057,115,379,0,2432,3578,0,2667,3343,2924,3086,139,64,7,5276,1,523,144,641,1916,1555,914,233,240,125,92,72,78
2015, Norte  , Amazonas  , Nova Olinda do Norte  ,9929,1397,6323,1657,125,427,0,3677,5956,296,5897,4032,4857,5072,691,145,54,8826,21,192,313,988,3024,2409,1493,577,511,213,165,102,134
2015, Norte  , Amazonas  , Novo Airão  ,4373,542,2689,657,95,390,0,1290,3083,0,3440,933,2265,2108,863,302,101,2940,3,164,19,493,1459,1088,618,184,145,121,84,62,100
2015, Norte  , Amazonas  , Novo Aripuanã  ,6469,843,4324,808,76,418,0,3143,3326,0,4780,1689,3196,3273,593,168,29,5649,1,29,176,607,1999,1663,1050,408,289,92,72,49,64
2015, Norte  , Amazonas  , Parintins  ,36036,4920,20895,7020,1761,1707,712,15528,18364,1432,24327,11709,17735,18301,1768,1065,125,32494,14,570,920,3708,10755,9450,6272,1534,1327,710,498,368,494
2015, Norte  , Amazonas  , Pauini  ,5501,516,4088,503,72,322,0,2193,3308,0,3887,1614,2789,2712,1668,274,53,2673,4,829,116,468,1865,1435,806,294,297,108,53,30,29
2015, Norte  , Amazonas  , Presidente Figueiredo  ,11778,1752,6610,1551,689,1320,449,2529,8450,350,6542,5236,5795,5983,2026,1131,153,8441,13,14,508,1139,3226,2714,1775,635,607,344,286,201,343
2015, Norte  , Amazonas  , Rio Preto da Eva  ,7518,902,4680,1074,37,825,0,1770,5227,521,4670,2848,3734,3784,4883,277,34,2268,2,54,138,706,2326,1962,1318,358,238,115,102,77,178
2015, Norte  , Amazonas  , Santa Isabel do Rio Negro  ,4034,520,2467,752,142,153,0,1948,2086,0,2584,1450,1935,2099,1565,28,12,479,2,1948,106,434,1270,974,567,203,228,89,65,51,47
2015, Norte  , Amazonas  , Santo Antônio do Içá  ,9646,1705,6037,1087,0,817,0,3919,5727,0,5733,3913,4713,4933,547,168,77,6046,0,2808,582,1051,3052,2190,1295,455,473,176,114,101,157
2015, Norte  , Amazonas  , São Gabriel da Cachoeira  ,18420,2357,11313,2457,691,1994,649,7801,9706,264,7727,10693,9008,9412,394,213,34,664,14,17101,292,1936,5835,4274,2816,939,944,483,321,204,376
2015, Norte  , Amazonas  , São Paulo de Olivença  ,12362,1157,7948,1619,61,1577,0,4995,7367,0,5146,7216,6001,6361,842,102,30,5365,17,6006,37,929,3753,2780,1790,718,761,350,254,283,707
2015, Norte  , Amazonas  , São Sebastião do Uatumã  ,3093,334,2013,599,45,102,0,1678,1415,0,2285,808,1529,1564,720,403,86,1881,2,1,22,310,959,820,527,160,114,69,46,35,31
2015, Norte  , Amazonas  , Silves  ,3357,456,2057,572,73,199,0,1179,2178,0,1920,1437,1621,1736,1687,187,15,1461,0,7,75,356,1024,870,503,152,147,68,49,45,68
2015, Norte  , Amazonas  , Tabatinga  ,21633,2484,13530,3305,748,1894,582,7848,12956,247,14021,7612,10819,10814,4336,1021,64,10545,15,5652,154,2131,6816,5219,3274,1121,1239,559,413,269,438
2015, Norte  , Amazonas  , Tapauá  ,6197,618,4311,704,127,472,0,2647,3550,0,4161,2036,2991,3206,378,446,62,4575,0,736,157,455,1946,1749,915,307,276,140,101,76,75
2015, Norte  , Amazonas  , Tefé  ,26484,3706,16011,3305,672,2935,330,10707,14844,603,20252,6232,13133,13351,8256,735,199,16797,19,478,960,2536,8237,6520,3995,1185,1143,623,466,351,468
2015, Norte  , Amazonas  , Tonantins  ,7344,1395,3603,835,64,1447,0,2360,4910,74,3591,3753,3639,3705,510,83,39,6231,6,475,619,770,1857,1244,899,364,450,294,217,183,447
2015, Norte  , Amazonas  , Uarini  ,6328,685,3982,509,24,1128,0,1527,4801,0,3877,2451,3123,3205,2117,88,55,3867,33,168,178,521,2010,1465,865,338,340,220,151,125,115
2015, Norte  , Amazonas  , Urucará  ,5206,760,3063,1090,125,168,0,2019,3187,0,3837,1369,2615,2591,864,409,32,3826,3,72,153,577,1573,1331,826,241,199,99,78,70,59
2015, Norte  , Amazonas  , Urucurituba  ,5177,592,3387,858,82,258,0,2766,2411,0,3112,2065,2500,2677,968,135,16,4055,1,2,84,479,1699,1379,864,263,186,111,57,20,35
2015, Norte  , Roraima  , Alto Alegre  ,4129,661,2681,608,0,179,0,2498,1631,0,1877,2252,1951,2178,2649,80,12,599,3,786,213,429,1421,1170,623,134,48,34,18,13,26
2015, Norte  , Roraima  , Amajari  ,3272,402,1859,398,540,175,647,1446,1179,0,1191,2081,1589,1683,1327,59,15,724,3,1144,75,306,964,769,475,157,165,127,108,66,60
