Ano,Região Geográfica,Unidade da Federação,Município,Total,Educacao Infantil,Ensino Fundamental,Ensino Médio,Educação Profissional,Educação de Jovens e Adultos (EJA),Federal,Estadual,Municipal,Privada,Urbana,Rural,Feminino,Masculino,Não Declarada,Branca,Preta,Parda,Amarela,Indígena,Até 3 anos,4 a 5 anos,6 a 10 anos,11 a 14 anos,15 a 17 anos,18 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 anos ou mais
2015, Nordeste  , Maranhão  , Bacabal  ,29596,4806,17765,5068,881,1598,444,5091,18754,5307,24130,5466,14739,14857,10977,3217,1734,13486,163,19,1328,3205,9409,7644,5021,1250,731,306,193,176,333
2015, Nordeste  , Maranhão  , Bacabeira  ,5172,643,3173,887,325,144,0,887,3960,325,2249,2923,2606,2566,1455,1048,73,2594,1,1,57,550,1667,1376,832,299,175,77,60,40,39
2015, Nordeste  , Maranhão  , Bacuri  ,5181,843,3187,782,0,369,0,890,4291,0,2924,2257,2417,2764,2185,288,481,2207,17,3,275,555,1475,1300,905,263,182,78,34,35,79
2015, Nordeste  , Maranhão  , Bacurituba  ,1836,248,1110,315,48,163,0,315,1501,20,1015,821,879,957,605,55,19,1155,2,0,84,168,564,477,322,85,80,28,11,9,8
2015, Nordeste  , Maranhão  , Balsas  ,25658,2989,17175,4343,0,1151,0,4179,16324,5155,22959,2699,12986,12672,9062,1346,225,14917,92,16,705,2266,8723,7273,4615,1028,477,148,107,96,220
2015, Nordeste  , Maranhão  , Barão de Grajaú  ,4500,655,2871,620,0,354,0,723,3223,554,2809,1691,2197,2303,983,199,57,3219,42,0,124,480,1418,1206,831,186,69,31,40,30,85
2015, Nordeste  , Maranhão  , Barra do Corda  ,29031,4262,18374,4583,714,1525,688,7113,19304,1926,16974,12057,14213,14818,7279,2026,763,15010,193,3760,1103,2945,8658,6842,4629,1371,1193,660,552,342,736
2015, Nordeste  , Maranhão  , Barreirinhas  ,20166,2564,13498,3166,410,899,379,2921,16155,711,9722,10444,9747,10419,6922,1135,94,11974,32,9,98,2264,7222,5463,3315,852,416,176,113,98,149
2015, Nordeste  , Maranhão  , Bela Vista do Maranhão  ,5265,766,2970,465,59,1064,0,465,4741,59,2584,2681,2738,2527,1795,714,409,2327,15,5,327,528,1577,1079,707,224,201,165,157,126,174
2015, Nordeste  , Maranhão  , Belágua  ,3172,570,2030,480,0,92,0,480,2692,0,1746,1426,1500,1672,866,84,48,2168,6,0,119,404,1087,789,515,146,49,23,15,9,16
2015, Nordeste  , Maranhão  , Benedito Leite  ,1232,220,806,126,0,80,0,148,1084,0,816,416,575,657,333,214,19,658,6,2,53,156,401,338,196,57,19,4,5,1,2
2015, Nordeste  , Maranhão  , Bequimão  ,5243,587,3453,1062,60,141,0,1070,3982,191,2686,2557,2536,2707,1913,782,117,2419,6,6,16,523,1771,1470,1047,248,105,17,13,12,21
2015, Nordeste  , Maranhão  , Bernardo do Mearim  ,1492,276,900,258,0,58,0,258,1083,151,884,608,717,775,1087,80,14,309,1,1,93,172,522,350,245,51,16,10,8,6,19
2015, Nordeste  , Maranhão  , Boa Vista do Gurupi  ,3149,508,1732,483,19,426,0,483,2666,0,2726,423,1567,1582,1408,224,36,1465,15,1,196,299,876,715,463,149,123,36,29,21,242
2015, Nordeste  , Maranhão  , Bom Jardim  ,11558,1994,7347,1430,0,787,0,1942,9616,0,5407,6151,5539,6019,5276,613,297,4809,28,535,521,1333,3831,2902,1683,462,277,127,113,91,218
2015, Nordeste  , Maranhão  , Bom Jesus das Selvas  ,9593,1404,6591,1176,63,422,0,1177,8353,63,6438,3155,4610,4983,3089,442,83,5851,12,116,287,1128,3430,2587,1345,329,172,74,74,66,101
2015, Nordeste  , Maranhão  , Bom Lugar  ,3121,534,2105,357,0,125,0,357,2764,0,1402,1719,1547,1574,610,307,58,2136,8,2,170,331,1100,850,451,113,31,17,12,15,31
2015, Nordeste  , Maranhão  , Brejo  ,10583,1877,6581,1530,491,595,0,1368,8059,1156,5162,5421,5060,5523,2134,617,201,7611,20,0,568,1254,3664,2374,1575,437,377,247,55,18,14
2015, Nordeste  , Maranhão  , Brejo de Areia  ,4203,485,2574,407,0,737,0,407,3796,0,1596,2607,2022,2181,979,119,41,3055,6,3,150,362,1079,1033,613,149,99,109,120,130,359
2015, Nordeste  , Maranhão  , Buriti  ,11966,2111,6952,1235,82,1668,0,1105,10419,442,5011,6955,5809,6157,3706,365,82,7806,7,0,835,1202,3540,2692,1604,387,220,178,203,206,899
2015, Nordeste  , Maranhão  , Buriti Bravo  ,7120,1238,4331,1254,0,297,0,1254,5655,211,5205,1915,3494,3626,828,370,79,5827,15,1,390,790,2305,1951,1121,230,96,49,45,43,100
2015, Nordeste  , Maranhão  , Buriticupu  ,22034,3110,13901,3479,928,1369,602,3222,17095,1115,12967,9067,10942,11092,5579,1505,246,14208,41,455,658,2363,7048,5660,3513,955,564,291,332,236,414
2015, Nordeste  , Maranhão  , Buritirana  ,3828,614,2526,550,0,138,0,550,3278,0,1669,2159,1840,1988,1083,513,35,2187,6,4,165,412,1336,1045,594,144,68,24,18,10,12
2015, Nordeste  , Maranhão  , Cachoeira Grande  ,3326,439,2203,547,0,137,0,547,2713,66,1751,1575,1505,1821,572,115,38,2598,3,0,79,327,1152,880,576,146,69,21,22,19,35
2015, Nordeste  , Maranhão  , Cajapió  ,2973,420,1935,473,0,145,0,759,2214,0,1244,1729,1436,1537,762,107,74,2022,1,7,133,324,1031,756,497,119,51,31,15,7,9
2015, Nordeste  , Maranhão  , Cajari  ,6026,747,3809,520,0,950,0,629,5364,33,1512,4514,2814,3212,1970,218,145,3679,11,3,68,631,1909,1503,847,214,166,121,130,117,320
2015, Nordeste  , Maranhão  , Campestre do Maranhão  ,3832,700,2184,587,0,361,0,720,3027,85,3306,526,1870,1962,1734,316,29,1747,6,0,259,405,1245,936,619,130,68,33,30,41,66
2015, Nordeste  , Maranhão  , Cândido Mendes  ,6231,1308,3617,663,0,643,0,850,5381,0,3147,3084,3089,3142,2041,698,81,3395,12,4,498,751,1944,1525,855,232,148,87,62,39,90
2015, Nordeste  , Maranhão  , Cantanhede  ,5866,926,3502,802,135,636,0,802,5015,49,3976,1890,2830,3036,473,205,919,4262,7,0,365,574,1737,1380,918,272,219,140,62,51,148
2015, Nordeste  , Maranhão  , Capinzal do Norte  ,3124,507,1870,399,0,348,0,503,2621,0,1877,1247,1591,1533,1268,335,53,1436,31,1,166,351,951,764,511,130,60,35,36,27,93
2015, Nordeste  , Maranhão  , Carolina  ,6699,775,4453,1023,0,448,0,1185,4763,751,5102,1597,3167,3532,2757,745,200,2927,64,6,55,686,2298,1864,1253,308,115,33,23,25,39
2015, Nordeste  , Maranhão  , Carutapera  ,7699,1372,4676,1398,0,253,0,1398,6025,276,5707,1992,3723,3976,3917,346,55,3337,42,2,383,915,2472,1984,1247,346,180,69,35,21,47
2015, Nordeste  , Maranhão  , Caxias  ,44848,5442,28174,6974,1090,3721,578,10930,29213,4127,34332,10516,22317,22531,14931,2528,1468,25748,154,19,1361,4031,14286,11973,7531,2012,1353,595,517,390,799
2015, Nordeste  , Maranhão  , Cedral  ,2701,396,1790,431,14,84,0,452,2249,0,1050,1651,1262,1439,512,370,38,1772,9,0,95,283,875,797,478,84,58,13,6,7,5
2015, Nordeste  , Maranhão  , Central do Maranhão  ,3012,460,1731,419,38,402,0,516,2496,0,2020,992,1457,1555,1002,118,274,1613,3,2,121,297,948,746,457,118,80,63,43,40,99
2015, Nordeste  , Maranhão  , Centro do Guilherme  ,4311,706,2746,416,0,443,0,605,3617,89,2763,1548,2093,2218,1142,261,27,2768,7,106,236,441,1550,1007,555,221,151,57,30,15,48
2015, Nordeste  , Maranhão  , Centro Novo do Maranhão  ,7925,1147,3825,1083,295,1870,0,1270,6655,0,2808,5117,3893,4032,3787,360,108,3216,9,445,531,618,1844,1550,1155,398,436,323,274,203,593
2015, Nordeste  , Maranhão  , Chapadinha  ,23703,3426,16070,3406,29,801,0,3114,17202,3387,18214,5489,11699,12004,3915,5022,76,14666,15,9,337,2852,8638,6406,3884,864,398,116,82,58,68
2015, Nordeste  , Maranhão  , Cidelândia  ,4140,690,2623,505,0,322,0,580,3560,0,2226,1914,1933,2207,743,588,93,2706,6,4,170,494,1326,1198,588,127,40,30,28,25,114
2015, Nordeste  , Maranhão  , Codó  ,38493,5587,22640,5361,787,4842,585,4885,28413,4610,28098,10395,19684,18809,6006,1418,774,30196,92,7,1545,3868,11634,9106,5968,1543,1019,600,616,582,2012
2015, Nordeste  , Maranhão  , Coelho Neto  ,17330,1853,9694,2086,257,3591,166,2439,13327,1398,14881,2449,8934,8396,6219,784,224,10070,29,4,161,1606,5070,3834,2568,833,579,324,359,306,1690
2015, Nordeste  , Maranhão  , Colinas  ,10744,1574,7065,1900,0,205,0,1844,8102,798,7956,2788,5392,5352,5586,712,273,4127,35,11,269,1217,3726,2993,1904,343,139,44,43,23,43
2015, Nordeste  , Maranhão  , Conceição do Lago-Açu  ,5255,917,3625,510,0,203,0,510,4745,0,2384,2871,2505,2750,1582,239,163,3263,6,2,201,592,1800,1410,782,246,133,38,26,13,14
2015, Nordeste  , Maranhão  , Coroatá  ,20392,3040,13498,2917,84,853,0,4522,14324,1546,14656,5736,9841,10551,4024,2341,335,13637,54,1,763,2288,6741,5580,3446,739,331,165,121,89,129
2015, Nordeste  , Maranhão  , Cururupu  ,8697,1190,5653,1395,0,459,0,1535,6873,289,6737,1960,4176,4521,2041,401,330,5914,4,7,170,955,2843,2570,1512,318,153,43,44,23,66
2015, Nordeste  , Maranhão  , Davinópolis  ,3965,700,2531,492,0,242,0,603,3222,140,3573,392,1918,2047,1168,573,49,2164,9,2,230,451,1275,1026,682,152,67,30,13,18,21
2015, Nordeste  , Maranhão  , Dom Pedro  ,7056,1497,4156,1160,54,243,0,950,4538,1568,5758,1298,3518,3538,993,965,74,4995,28,1,718,799,2176,1757,1124,240,143,34,27,9,29
2015, Nordeste  , Maranhão  , Duque Bacelar  ,4473,675,2631,693,0,474,0,723,3750,0,2696,1777,2205,2268,1701,75,67,2621,8,1,218,430,1284,1085,712,225,134,63,53,50,219
2015, Nordeste  , Maranhão  , Esperantinópolis  ,5296,809,3292,749,20,446,0,1009,4051,236,3001,2295,2641,2655,1540,810,104,2835,7,0,193,561,1738,1371,798,213,82,49,79,45,167
2015, Nordeste  , Maranhão  , Estreito  ,9239,1388,6093,1341,0,417,0,1482,7261,496,7306,1933,4504,4735,3218,1566,130,4291,22,12,226,1106,3205,2420,1545,421,156,54,36,29,41
2015, Nordeste  , Maranhão  , Feira Nova do Maranhão  ,2314,250,1666,276,0,122,0,336,1978,0,1432,882,1071,1243,698,190,30,1362,34,0,33,198,794,700,445,79,49,6,4,4,2
2015, Nordeste  , Maranhão  , Fernando Falcão  ,3947,487,2500,393,0,567,0,1309,2638,0,749,3198,1883,2064,510,233,34,2158,3,1009,108,385,1061,897,543,210,210,107,105,96,225
2015, Nordeste  , Maranhão  , Formosa da Serra Negra  ,5212,723,3303,926,0,260,0,998,4123,91,2742,2470,2506,2706,3261,518,125,1262,42,4,109,551,1650,1407,937,280,133,33,24,28,60
2015, Nordeste  , Maranhão  , Fortaleza dos Nogueiras  ,4108,743,2619,560,0,186,0,623,3420,65,3145,963,2022,2086,831,460,160,2627,30,0,270,443,1312,1129,694,154,61,15,8,4,18
2015, Nordeste  , Maranhão  , Fortuna  ,5004,727,3243,884,0,150,0,884,4120,0,2788,2216,2392,2612,2441,363,111,2056,26,7,96,592,1721,1418,842,173,87,47,12,9,7
2015, Nordeste  , Maranhão  , Godofredo Viana  ,3045,520,1617,342,0,566,0,505,2540,0,1968,1077,1483,1562,1201,205,20,1618,1,0,191,312,831,635,439,157,116,100,87,65,112
2015, Nordeste  , Maranhão  , Gonçalves Dias  ,4738,852,3159,672,0,55,0,672,3836,230,2710,2028,2334,2404,716,617,163,3232,6,4,278,538,1703,1201,764,162,55,14,13,6,4
2015, Nordeste  , Maranhão  , Governador Archer  ,3138,605,1943,391,0,199,0,391,2747,0,2378,760,1591,1547,1434,366,68,1262,7,1,263,356,963,778,468,92,50,22,30,20,96
2015, Nordeste  , Maranhão  , Governador Edison Lobão  ,5087,961,3261,698,0,167,0,698,4149,240,2805,2282,2462,2625,185,923,79,3888,5,7,325,576,1739,1354,794,169,65,27,15,10,13
2015, Nordeste  , Maranhão  , Governador Eugênio Barros  ,4965,826,2703,788,150,648,0,638,4181,146,1816,3149,2519,2446,1113,132,60,3601,41,18,333,486,1383,1071,759,156,129,63,60,70,455
2015, Nordeste  , Maranhão  , Governador Luiz Rocha  ,2294,416,1424,405,0,49,0,405,1889,0,1708,586,1067,1227,925,145,32,1179,8,5,160,242,687,642,433,79,29,12,7,0,3
2015, Nordeste  , Maranhão  , Governador Newton Bello  ,2965,513,2027,310,3,115,0,307,2658,0,1689,1276,1428,1537,736,99,23,2098,8,1,169,333,1088,778,399,109,56,13,10,6,4
2015, Nordeste  , Maranhão  , Governador Nunes Freire  ,8370,1450,5250,1196,0,474,0,1307,7063,0,5775,2595,4044,4326,2253,424,102,5583,6,2,522,917,2601,2141,1373,387,211,63,56,40,59
2015, Nordeste  , Maranhão  , Graça Aranha  ,1732,311,1069,295,0,57,0,295,1437,0,1109,623,834,898,566,252,69,839,3,3,141,174,566,448,311,68,22,1,1,0,0
2015, Nordeste  , Maranhão  , Grajaú  ,28003,4455,17326,4086,218,2136,0,8900,17696,1407,15356,12647,13933,14070,13312,1778,263,6121,61,6468,1072,3188,7808,6341,4408,1470,1610,828,519,316,443
2015, Nordeste  , Maranhão  , Guimarães  ,3175,502,1975,554,48,144,0,594,2581,0,1527,1648,1543,1632,1254,136,80,1699,5,1,201,306,948,889,554,141,88,35,4,7,2
2015, Nordeste  , Maranhão  , Humberto de Campos  ,10714,1595,7133,1675,0,311,0,1675,9039,0,5805,4909,5186,5528,2935,136,42,7594,5,2,442,1103,3672,2847,1651,439,279,101,71,54,55
2015, Nordeste  , Maranhão  , Icatu  ,8422,1093,5273,1685,179,371,0,1685,6569,168,3345,5077,4083,4339,1838,156,241,6116,58,13,155,864,2742,2151,1485,465,268,147,63,46,36
2015, Nordeste  , Maranhão  , Igarapé do Meio  ,6298,830,2953,663,0,1852,0,663,5635,0,3446,2852,3093,3205,1698,328,224,3997,48,3,276,504,1492,1151,713,230,220,213,266,249,984
2015, Nordeste  , Maranhão  , Igarapé Grande  ,3263,628,1770,409,0,456,0,543,2633,87,2057,1206,1630,1633,292,502,107,2355,6,1,255,346,943,740,452,110,59,35,32,47,244
2015, Nordeste  , Maranhão  , Imperatriz  ,72003,13362,40763,12359,2271,3776,957,12282,41685,17079,68748,3255,35738,36265,9021,15653,1131,45916,202,80,5382,7594,21151,18240,13297,3004,1549,586,450,310,440
2015, Nordeste  , Maranhão  , Itaipava do Grajaú  ,4671,748,3082,670,0,171,0,1233,3438,0,1859,2812,2260,2411,931,479,440,2087,11,723,193,511,1463,1120,755,218,175,84,67,27,58
2015, Nordeste  , Maranhão  , Itapecuru Mirim  ,21108,3447,12249,4154,97,1258,0,4279,15726,1103,12698,8410,10205,10903,4943,2412,520,13191,34,8,1086,2385,6648,5159,3517,948,432,216,163,145,409
2015, Nordeste  , Maranhão  , Itinga do Maranhão  ,7588,1257,4490,1024,98,817,0,955,6194,439,5103,2485,3745,3843,2193,906,72,4357,58,2,497,785,2269,1904,1099,226,132,94,121,108,353
2015, Nordeste  , Maranhão  , Jatobá  ,2643,539,1722,370,0,12,0,370,2273,0,958,1685,1272,1371,1313,190,20,1118,1,1,246,302,910,628,386,102,41,13,11,1,3
2015, Nordeste  , Maranhão  , Jenipapo dos Vieiras  ,9462,962,6556,1023,0,921,0,5645,3817,0,1118,8344,4639,4823,1419,258,46,2388,18,5333,368,612,1953,1642,1255,491,935,571,503,378,754
2015, Nordeste  , Maranhão  , João Lisboa  ,8481,1506,5238,1067,0,670,0,1247,6278,956,5927,2554,4165,4316,3856,993,166,3439,18,9,529,924,2580,2201,1318,382,206,92,68,60,121
2015, Nordeste  , Maranhão  , Joselândia  ,4326,664,2888,652,0,122,0,692,3259,375,2288,2038,2110,2216,1567,191,52,2504,12,0,179,496,1461,1203,709,136,74,25,22,10,11
2015, Nordeste  , Maranhão  , Junco do Maranhão  ,2155,374,1255,408,33,118,0,408,1747,0,1186,969,1075,1080,922,184,37,1011,0,1,90,263,630,558,361,106,72,36,24,6,9
2015, Nordeste  , Maranhão  , Lago da Pedra  ,13743,2123,8522,2415,105,664,0,2345,9841,1557,9898,3845,6805,6938,4859,1055,171,7628,20,10,569,1510,4282,3702,2490,504,263,129,84,70,140
2015, Nordeste  , Maranhão  , Lago do Junco  ,3858,950,1868,615,0,425,0,494,3180,184,2309,1549,1954,1904,298,544,125,2864,25,2,550,370,999,866,557,115,59,36,50,70,186
2015, Nordeste  , Maranhão  , Lago dos Rodrigues  ,2664,422,1567,454,221,221,0,454,2122,88,1602,1062,1302,1362,638,304,46,1660,16,0,154,256,848,656,473,74,24,15,31,21,112
2015, Nordeste  , Maranhão  , Lago Verde  ,5145,820,3392,775,0,158,0,775,4370,0,2282,2863,2549,2596,2175,275,136,2516,32,11,243,547,1669,1435,857,189,89,38,22,18,38
2015, Nordeste  , Maranhão  , Lagoa do Mato  ,3097,590,1825,449,0,233,0,449,2648,0,1678,1419,1536,1561,1104,161,68,1747,16,1,235,328,972,823,427,85,35,26,30,23,113
2015, Nordeste  , Maranhão  , Lagoa Grande do Maranhão  ,3750,464,2772,429,35,85,0,429,3209,112,2178,1572,1744,2006,1594,240,56,1854,6,0,15,419,1349,1141,599,105,48,30,22,5,17
2015, Nordeste  , Maranhão  , Lajeado Novo  ,2431,455,1271,426,0,279,0,442,1989,0,1628,803,1137,1294,586,286,23,1481,3,52,193,234,680,583,370,91,40,23,30,30,157
2015, Nordeste  , Maranhão  , Lima Campos  ,3564,528,2288,502,0,246,0,502,2802,260,2421,1143,1790,1774,1194,375,69,1917,7,2,189,364,1140,899,577,143,52,41,37,19,103
2015, Nordeste  , Maranhão  , Loreto  ,3087,584,1875,526,0,102,0,639,2383,65,2074,1013,1500,1587,1230,363,24,1451,16,3,203,369,959,849,508,119,50,11,10,3,6
2015, Nordeste  , Maranhão  , Luís Domingues  ,2018,352,1275,305,0,86,0,305,1713,0,1820,198,942,1076,1096,184,44,693,1,0,144,221,655,506,334,76,50,12,13,5,2
2015, Nordeste  , Maranhão  , Magalhães de Almeida  ,6452,847,3468,774,0,1363,0,817,5578,57,2903,3549,3118,3334,1407,688,146,4183,24,4,306,504,1768,1396,909,245,194,146,142,176,666
2015, Nordeste  , Maranhão  , Maracaçumé  ,7099,1110,4563,888,22,538,0,914,5708,477,6370,729,3473,3626,1974,683,124,4297,13,8,268,887,2147,1935,1039,290,158,83,59,49,184
2015, Nordeste  , Maranhão  , Marajá do Sena  ,2369,463,1760,125,0,21,0,125,2244,0,703,1666,1034,1335,1177,143,45,995,8,1,81,342,953,616,283,53,25,7,6,3,0
2015, Nordeste  , Maranhão  , Maranhãozinho  ,4972,1115,2742,438,0,677,0,438,4183,351,3446,1526,2534,2438,1662,358,95,2821,31,5,502,634,1501,981,532,153,101,79,89,82,318
2015, Nordeste  , Maranhão  , Mata Roma  ,8410,1027,3630,868,36,2885,0,868,7430,112,4153,4257,4100,4310,1734,127,49,6494,5,1,366,636,1851,1441,1052,442,625,451,307,249,990
2015, Nordeste  , Maranhão  , Matinha  ,7072,1341,4120,1101,237,510,0,1101,5703,268,3538,3534,3399,3673,2509,261,316,3980,5,1,402,870,2213,1692,1085,267,223,129,30,35,126
2015, Nordeste  , Maranhão  , Matões  ,10034,1757,6950,1089,68,238,0,1264,8396,374,5558,4476,4743,5291,2529,342,300,6769,87,7,663,1089,3387,2676,1500,371,208,65,36,21,18
2015, Nordeste  , Maranhão  , Matões do Norte  ,4945,656,2530,477,0,1282,0,477,4468,0,1501,3444,2437,2508,1586,332,183,2832,11,1,202,444,1544,775,541,177,160,157,179,156,610
2015, Nordeste  , Maranhão  , Milagres do Maranhão  ,2422,442,1348,216,0,416,0,216,2206,0,1286,1136,1137,1285,557,215,71,1570,7,2,173,252,689,556,289,70,59,64,65,74,131
2015, Nordeste  , Maranhão  , Mirador  ,6280,994,3704,940,0,642,0,875,4897,508,2975,3305,3030,3250,999,1175,245,3850,11,0,263,678,1914,1621,989,238,110,96,83,70,218
2015, Nordeste  , Maranhão  , Miranda do Norte  ,7319,1148,4602,955,0,614,0,955,6364,0,6050,1269,3538,3781,2485,1854,114,2751,83,32,413,818,2183,2041,1145,311,161,90,67,35,55
2015, Nordeste  , Maranhão  , Mirinzal  ,4163,594,2636,762,50,171,0,801,3362,0,2799,1364,2014,2149,1082,124,90,2862,5,0,169,461,1296,1189,729,148,93,42,15,11,10
2015, Nordeste  , Maranhão  , Monção  ,9423,1788,6217,1119,67,299,0,1119,8102,202,4964,4459,4536,4887,2720,198,229,6263,11,2,605,1139,3257,2370,1293,391,195,60,45,28,40
2015, Nordeste  , Maranhão  , Montes Altos  ,2437,283,1699,342,0,113,0,717,1676,44,1871,566,1099,1338,187,533,20,1327,4,366,35,231,783,700,447,116,76,25,8,4,12
2015, Nordeste  , Maranhão  , Morros  ,6234,781,4132,982,44,339,0,938,5017,279,3126,3108,2956,3278,1485,168,50,4522,9,0,137,620,1907,1657,1126,387,185,68,53,33,61
2015, Nordeste  , Maranhão  , Nina Rodrigues  ,3996,761,2482,605,0,148,0,707,3289,0,2345,1651,1926,2070,1415,385,152,2040,4,0,251,479,1340,1038,618,106,55,31,24,16,38
2015, Nordeste  , Maranhão  , Nova Colinas  ,1699,187,1145,246,0,121,0,280,1419,0,1385,314,806,893,838,113,25,720,3,0,0,179,605,493,309,76,25,7,2,3,0
2015, Nordeste  , Maranhão  , Nova Iorque  ,1178,225,787,166,0,0,0,109,1069,0,831,347,583,595,459,170,32,517,0,0,67,145,389,304,219,30,13,6,2,2,1
2015, Nordeste  , Maranhão  , Nova Olinda do Maranhão  ,6706,1073,3568,759,34,1306,0,808,5876,22,4198,2508,3304,3402,1881,176,318,4288,10,33,456,579,1782,1566,893,205,151,168,194,179,533
2015, Nordeste  , Maranhão  , Olho d'Água das Cunhãs  ,7465,1186,5143,669,0,467,0,711,6718,36,3951,3514,3787,3678,2152,1075,545,3636,47,10,556,742,2717,2043,825,195,111,52,75,60,89
2015, Nordeste  , Maranhão  , Olinda Nova do Maranhão  ,4323,694,2517,725,28,387,0,714,3609,0,2632,1691,2102,2221,1605,165,134,2412,7,0,244,415,1208,1102,735,177,119,54,73,55,141
2015, Nordeste  , Maranhão  , Paço do Lumiar  ,29193,5992,16797,4171,523,2064,0,4507,17145,7541,6431,22762,14461,14732,10007,3126,531,15465,48,16,2105,3684,9060,7286,4595,1105,599,275,179,121,184
2015, Nordeste  , Maranhão  , Palmeirândia  ,5295,899,3434,682,15,280,0,734,4561,0,1638,3657,2542,2753,1845,314,85,3039,7,5,276,595,1859,1319,803,204,97,43,27,27,45
2015, Nordeste  , Maranhão  , Paraibano  ,5147,998,3389,760,0,0,0,760,4387,0,4410,737,2566,2581,595,579,134,3826,12,1,373,590,1722,1331,844,180,62,31,7,3,4
2015, Nordeste  , Maranhão  , Parnarama  ,10304,1970,6573,1260,49,501,0,1295,8457,552,4707,5597,5101,5203,2280,491,259,7254,18,2,789,1092,3294,2715,1588,420,189,71,40,37,69
2015, Nordeste  , Maranhão  , Passagem Franca  ,5598,1149,3676,563,0,210,0,672,4639,287,4157,1441,2802,2796,151,558,113,4756,19,1,559,625,1818,1436,813,196,84,26,25,12,4
2015, Nordeste  , Maranhão  , Pastos Bons  ,6720,1459,3028,671,0,1562,0,698,6022,0,4803,1917,3408,3312,1567,1100,188,3837,25,3,743,689,1787,1305,649,118,128,142,188,182,789
2015, Nordeste  , Maranhão  , Paulino Neves  ,6910,1283,4186,1201,0,240,0,1201,5685,24,2047,4863,3279,3631,2265,99,57,4487,2,0,424,798,2268,1762,1058,271,155,56,38,27,53
2015, Nordeste  , Maranhão  , Paulo Ramos  ,6798,852,4265,679,0,1002,0,679,6045,74,3976,2822,3393,3405,1643,665,365,4039,75,11,160,713,2095,1666,946,227,153,108,151,119,460
2015, Nordeste  , Maranhão  , Pedreiras  ,10821,1753,6550,1965,36,517,0,1637,6668,2516,9236,1585,5375,5446,4481,1069,150,5107,10,4,505,1197,3477,2764,2004,409,225,75,56,30,79
2015, Nordeste  , Maranhão  , Pedro do Rosário  ,9927,1338,5475,923,115,2191,0,963,8901,63,3459,6468,4834,5093,4671,252,345,4640,16,3,330,966,2829,2155,1241,401,471,352,309,211,662
2015, Nordeste  , Maranhão  , Penalva  ,10579,1583,6869,1682,118,445,0,1595,8866,118,5780,4799,5097,5482,3312,216,151,6883,14,3,317,1192,3396,2690,1763,533,258,102,79,53,196
2015, Nordeste  , Maranhão  , Peri Mirim  ,3397,479,1821,541,0,556,0,638,2759,0,1702,1695,1631,1766,1089,697,166,1435,8,2,119,315,1028,769,534,137,93,75,53,51,223
2015, Nordeste  , Maranhão  , Peritoró  ,8854,1225,4741,1054,0,1834,0,1054,7484,316,5119,3735,4358,4496,3500,693,159,4480,22,0,363,828,2519,1920,1133,275,239,216,250,243,868
2015, Nordeste  , Maranhão  , Pindaré-Mirim  ,14578,2435,6886,2108,353,3149,0,1755,12470,353,8770,5808,7393,7185,4001,936,960,8638,28,15,1137,1240,3749,2860,1738,535,483,495,585,483,1273
2015, Nordeste  , Maranhão  , Pinheiro  ,24469,4339,14330,4882,595,792,367,3995,16784,3323,14064,10405,12138,12331,10072,1455,393,12457,76,16,1386,2761,7514,6462,4386,981,478,169,107,80,145
2015, Nordeste  , Maranhão  , Pio XII  ,11226,1866,5533,1277,0,2550,0,1267,9408,551,6533,4693,5645,5581,5884,1143,367,3781,39,12,744,1030,2651,2269,1868,587,412,394,367,264,640
2015, Nordeste  , Maranhão  , Pirapemas  ,7563,1284,3478,853,0,1948,0,973,6590,0,4264,3299,4003,3560,1546,116,86,5804,6,5,589,734,1910,1360,867,201,156,213,263,251,1019
2015, Nordeste  , Maranhão  , Poção de Pedras  ,5854,881,3402,776,23,795,0,776,5007,71,2599,3255,2791,3063,2721,822,142,2137,25,7,278,563,1612,1425,937,220,121,113,146,152,287
2015, Nordeste  , Maranhão  , Porto Franco  ,8320,1626,4296,1218,0,1180,0,1378,6477,465,7103,1217,4107,4213,2018,986,82,5211,12,11,775,818,2250,1875,1205,311,171,110,109,128,568
2015, Nordeste  , Maranhão  , Porto Rico do Maranhão  ,1810,301,1114,301,94,94,0,301,1509,0,849,961,814,996,600,94,48,1067,0,1,93,194,591,464,273,61,76,47,8,3,0
2015, Nordeste  , Maranhão  , Presidente Dutra  ,11334,1599,7081,2045,67,609,0,2024,6824,2486,9318,2016,5623,5711,3311,1857,150,5996,18,2,288,1281,3727,3116,2084,455,192,77,47,38,29
2015, Nordeste  , Maranhão  , Presidente Juscelino  ,4212,665,2668,677,0,202,0,677,3535,0,1843,2369,1964,2248,175,234,297,3505,1,0,241,422,1444,1087,656,193,81,36,21,12,19
2015, Nordeste  , Maranhão  , Presidente Médici  ,2208,436,1325,349,21,98,0,227,1880,101,1519,689,1067,1141,813,104,20,1260,7,4,219,194,662,562,362,102,51,24,12,8,12
2015, Nordeste  , Maranhão  , Presidente Sarney  ,6445,1451,3933,795,0,266,0,795,5522,128,2172,4273,3075,3370,2664,178,62,3532,6,3,525,854,2114,1625,879,181,79,46,43,34,65
2015, Nordeste  , Maranhão  , Presidente Vargas  ,4886,756,2555,604,0,971,0,631,4244,11,2261,2625,2331,2555,1141,230,124,3375,15,1,286,427,1412,1016,620,150,128,133,136,126,452
